sessionState,sensorTimeMicros,phoneTimeMs,sampleNumber,aX,aY,aZ,gX,gY,gZ,batteryCharge,batteryVoltage,rssi
100,0,1773659041709,0,0.000488,-0.000244,-0.000366,61.035156,-30.517578,-4.451457,86,0.000000,0
100,0,1773659041710,0,0.000244,-0.000366,-0.000732,122.070312,-39.062500,-4.131877,86,0.000000,0
100,0,1773659041757,0,0.001099,0.001099,-0.000122,62.255859,-12.207031,-3.705772,86,0.000000,0
100,0,1773659041758,0,0.001099,0.000000,-0.000244,-102.539062,26.855469,-107.421875,86,0.000000,0
100,0,1773659041758,0,0.000854,0.000000,-0.000122,-101.318359,32.958984,-2.768339,86,0.000000,0
100,0,1773659041806,0,0.000977,0.000000,0.000000,-96.435547,15.869141,-86.669922,86,0.000000,0
100,0,1773659041807,0,0.000732,-0.000244,0.000000,-31.738281,-7.324219,-76.904297,86,0.000000,0
100,0,1773659041807,0,0.000854,-0.000122,0.000000,19.531250,-20.751953,-2.299623,86,0.000000,0
100,0,1773659041854,0,0.000977,0.000244,-0.000244,17.089844,-15.869141,-2.107875,86,0.000000,0
100,0,1773659041856,0,0.000977,0.000000,-0.000244,-46.386719,-1.220703,-48.828125,86,0.000000,0
